<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,20180609,111000,143.7900000,143.7900000,143.7600000,143.7600000,11530
GAZP,5,20180609,111500,143.7600000,143.8000000,143.7400000,143.7800000,8370
GAZP,5,20180609,112000,143.8000000,143.8000000,143.7700000,143.7700000,28970
GAZP,5,20180609,112500,143.7700000,143.7700000,143.7400000,143.7400000,8900
GAZP,5,20180609,113000,143.7400000,143.7600000,143.7200000,143.7200000,6530
GAZP,5,20180609,113500,143.7200000,143.7900000,143.7200000,143.7800000,26950
GAZP,5,20180609,114000,143.7500000,143.7900000,143.7400000,143.7900000,12470
GAZP,5,20180609,114500,143.7400000,143.8200000,143.7400000,143.8200000,77380
GAZP,5,20180609,115000,143.7600000,143.8000000,143.7600000,143.8000000,3840
GAZP,5,20180609,115500,143.8000000,143.9300000,143.7600000,143.8900000,46440
GAZP,5,20180609,120000,143.8500000,143.9200000,143.8200000,143.8500000,3650
GAZP,5,20180609,120500,143.8500000,143.9100000,143.8200000,143.8200000,6210
GAZP,5,20180609,121000,143.8200000,143.8300000,143.8100000,143.8300000,4190
GAZP,5,20180609,121500,143.8300000,143.8700000,143.8000000,143.8000000,15710
GAZP,5,20180609,122000,143.8000000,143.8700000,143.8000000,143.8700000,3700
GAZP,5,20180609,122500,143.8700000,143.9000000,143.8700000,143.9000000,5510
GAZP,5,20180609,123000,143.9000000,143.9000000,143.8400000,143.8400000,1680
GAZP,5,20180609,123500,143.8400000,143.8400000,143.8100000,143.8100000,1580
GAZP,5,20180609,124000,143.8100000,143.8200000,143.8000000,143.8200000,7330
GAZP,5,20180609,124500,143.8200000,143.8400000,143.8000000,143.8400000,4120
GAZP,5,20180609,125000,143.8500000,143.9300000,143.8500000,143.9200000,18200
GAZP,5,20180609,125500,143.9000000,143.9300000,143.9000000,143.9100000,3060
GAZP,5,20180609,130000,143.9200000,143.9200000,143.9000000,143.9000000,8050
GAZP,5,20180609,130500,143.9000000,143.9100000,143.8600000,143.9100000,8460
GAZP,5,20180609,131000,143.9200000,143.9300000,143.8500000,143.8500000,8730
GAZP,5,20180609,131500,143.9000000,143.9000000,143.8900000,143.9000000,2200
GAZP,5,20180609,132000,143.9000000,143.9000000,143.8400000,143.8400000,5820
GAZP,5,20180609,132500,143.8900000,143.9000000,143.8900000,143.8900000,7700
GAZP,5,20180609,133000,143.9000000,143.9000000,143.8500000,143.9000000,14870
GAZP,5,20180609,133500,143.8500000,143.9000000,143.8500000,143.8900000,2600
GAZP,5,20180609,134000,143.9000000,143.9000000,143.8900000,143.8900000,750
GAZP,5,20180609,134500,143.8500000,143.8800000,143.8500000,143.8700000,6080
GAZP,5,20180609,135000,143.8500000,143.8700000,143.8000000,143.8300000,18340
GAZP,5,20180609,135500,143.8000000,143.8400000,143.7500000,143.8000000,11640
GAZP,5,20180609,140000,143.8300000,143.8800000,143.8300000,143.8800000,4900
GAZP,5,20180609,140500,143.8800000,143.9000000,143.7400000,143.7500000,21260
GAZP,5,20180609,141000,143.8100000,143.9000000,143.7200000,143.8900000,37560
GAZP,5,20180609,141500,143.8800000,143.8800000,143.7800000,143.8000000,13280
GAZP,5,20180609,142000,143.8700000,143.8900000,143.8000000,143.8800000,12080
GAZP,5,20180609,142500,143.8800000,143.8900000,143.8200000,143.8900000,1270
GAZP,5,20180609,143000,143.8900000,143.9000000,143.8300000,143.9000000,10040
GAZP,5,20180609,143500,143.9000000,143.9000000,143.8100000,143.8700000,7170
GAZP,5,20180609,144000,143.8800000,143.9000000,143.8800000,143.9000000,15200
GAZP,5,20180609,144500,143.9000000,143.9000000,143.8000000,143.8900000,24070
GAZP,5,20180609,145000,143.8900000,143.8900000,143.8400000,143.8400000,1190
GAZP,5,20180609,145500,143.8900000,143.8900000,143.8800000,143.8900000,1540
GAZP,5,20180609,150000,143.8900000,143.9100000,143.8400000,143.9100000,52680
GAZP,5,20180609,150500,143.9000000,143.9200000,143.9000000,143.9100000,3040
GAZP,5,20180609,151000,143.8800000,143.9100000,143.8800000,143.9000000,2350
GAZP,5,20180609,151500,143.9000000,143.9100000,143.8500000,143.9100000,8380
GAZP,5,20180609,152000,143.9100000,143.9200000,143.8100000,143.8100000,5050
GAZP,5,20180609,152500,143.9000000,143.9100000,143.8300000,143.8300000,31400
GAZP,5,20180609,153000,143.8900000,143.9000000,143.8100000,143.9000000,9440
GAZP,5,20180609,153500,143.8000000,143.9000000,143.8000000,143.8200000,1450
GAZP,5,20180609,154000,143.8900000,143.8900000,143.8100000,143.8900000,1110
GAZP,5,20180609,154500,143.8900000,143.9000000,143.8800000,143.8800000,1720
GAZP,5,20180609,155000,143.8900000,143.9100000,143.8800000,143.9000000,15360
GAZP,5,20180609,155500,143.9000000,143.9900000,143.8800000,143.9600000,44720
GAZP,5,20180609,160000,143.9900000,143.9900000,143.9600000,143.9600000,15890
GAZP,5,20180609,160500,143.9700000,144.0400000,143.9600000,144.0400000,25020
GAZP,5,20180609,161000,144.0400000,144.0600000,144.0100000,144.0300000,10880
GAZP,5,20180609,161500,144.0300000,144.0600000,144.0300000,144.0400000,3410
GAZP,5,20180609,162000,144.0300000,144.0900000,144.0000000,144.0100000,14730
GAZP,5,20180609,162500,144.0000000,144.0800000,144.0000000,144.0700000,6350
GAZP,5,20180609,163000,144.0000000,144.0900000,144.0000000,144.0600000,11590
GAZP,5,20180609,163500,144.0600000,144.0800000,143.9800000,143.9800000,9760
GAZP,5,20180609,164000,143.9900000,143.9900000,143.9000000,143.9900000,9750
GAZP,5,20180609,164500,143.9800000,143.9800000,143.9100000,143.9100000,230
GAZP,5,20180609,165000,143.9500000,143.9800000,143.9500000,143.9800000,1190
GAZP,5,20180609,165500,143.9700000,143.9800000,143.9000000,143.9000000,1670
GAZP,5,20180609,170000,143.9600000,143.9600000,143.8900000,143.9000000,2510
GAZP,5,20180609,170500,143.9600000,143.9600000,143.8900000,143.8900000,3200
GAZP,5,20180609,171000,143.8900000,143.9500000,143.8800000,143.9500000,18570
GAZP,5,20180609,171500,143.9000000,143.9500000,143.9000000,143.9500000,3430
GAZP,5,20180609,172000,143.9500000,143.9500000,143.8800000,143.9500000,3460
GAZP,5,20180609,172500,143.8800000,143.9200000,143.8500000,143.9200000,23840
GAZP,5,20180609,173000,143.8500000,143.8700000,143.8200000,143.8200000,10920
GAZP,5,20180609,173500,143.8200000,143.9400000,143.8100000,143.8100000,23430
GAZP,5,20180609,174000,143.8400000,143.8400000,143.8100000,143.8400000,5740
GAZP,5,20180609,174500,143.8400000,143.8400000,143.8200000,143.8200000,720
GAZP,5,20180609,175000,143.8400000,143.9100000,143.8200000,143.9100000,2980
GAZP,5,20180609,175500,143.8500000,143.9100000,143.8400000,143.8500000,2110
GAZP,5,20180609,180000,143.8600000,143.9400000,143.8600000,143.9400000,25640
GAZP,5,20180609,180500,143.9300000,143.9400000,143.9300000,143.9300000,13470
GAZP,5,20180609,181000,143.9300000,144.0500000,143.9300000,144.0500000,9150
GAZP,5,20180609,181500,144.0000000,144.1000000,143.9600000,144.0900000,52910
GAZP,5,20180609,182000,144.0600000,144.1000000,144.0500000,144.0500000,9640
GAZP,5,20180609,182500,144.0500000,144.0900000,144.0500000,144.0600000,14430
GAZP,5,20180609,183000,144.0600000,144.0800000,144.0500000,144.0600000,27590
GAZP,5,20180609,183500,144.0500000,144.0600000,144.0500000,144.0600000,9760
GAZP,5,20180609,184000,144.0800000,144.1500000,144.0700000,144.0800000,39230
GAZP,5,20180611,100500,144.0300000,144.1800000,143.8000000,143.9200000,204950
GAZP,5,20180611,101000,143.8600000,143.9900000,143.7500000,143.8400000,115400
GAZP,5,20180611,101500,143.8500000,144.0400000,143.4400000,143.4700000,226800
GAZP,5,20180611,102000,143.5000000,143.6500000,143.0600000,143.1900000,335150
GAZP,5,20180611,102500,143.1600000,143.2100000,142.3400000,142.4100000,923080
GAZP,5,20180611,103000,142.3900000,143.0500000,142.3900000,142.9500000,188230
GAZP,5,20180611,103500,142.9700000,143.1900000,142.9700000,143.1100000,78990
GAZP,5,20180611,104000,143.0800000,143.1600000,142.9200000,142.9200000,36930
GAZP,5,20180611,104500,143.0400000,143.0400000,142.5700000,142.6500000,92030
GAZP,5,20180611,105000,142.6500000,142.7700000,142.5100000,142.5100000,108560
GAZP,5,20180611,105500,142.5100000,142.5100000,142.1000000,142.3200000,530500
GAZP,5,20180611,110000,142.3200000,142.3200000,141.8600000,142.0000000,445010
GAZP,5,20180611,110500,141.9200000,142.1200000,141.8000000,141.9800000,236830
GAZP,5,20180611,111000,142.0000000,142.0000000,141.7600000,141.8300000,203950
GAZP,5,20180611,111500,141.7800000,141.9500000,141.7600000,141.9100000,44370
GAZP,5,20180611,112000,141.9100000,142.2300000,141.9000000,142.0600000,85870
GAZP,5,20180611,112500,142.0500000,142.1600000,142.0300000,142.1500000,30600
GAZP,5,20180611,113000,142.1400000,142.3600000,142.1300000,142.3300000,178330
GAZP,5,20180611,113500,142.3300000,142.3300000,142.0200000,142.2600000,120990
GAZP,5,20180611,114000,142.1900000,142.4900000,142.1900000,142.4000000,84260
GAZP,5,20180611,114500,142.4000000,142.4000000,142.2300000,142.2800000,124510
GAZP,5,20180611,115000,142.2300000,142.5000000,142.1200000,142.4900000,73770
GAZP,5,20180611,115500,142.4600000,142.5000000,142.3700000,142.4800000,35910
GAZP,5,20180611,120000,142.4700000,142.7400000,142.4100000,142.7400000,94880
GAZP,5,20180611,120500,142.7000000,142.7900000,142.6300000,142.6300000,77460
GAZP,5,20180611,121000,142.5900000,142.6400000,142.5400000,142.5800000,48750
GAZP,5,20180611,121500,142.5800000,142.6700000,142.3600000,142.3800000,232760
GAZP,5,20180611,122000,142.3500000,142.5100000,142.2700000,142.3500000,56420
GAZP,5,20180611,122500,142.3500000,142.5700000,142.3100000,142.4200000,119460
GAZP,5,20180611,123000,142.3500000,142.7300000,142.3500000,142.4800000,120530
GAZP,5,20180611,123500,142.4600000,142.7100000,142.2400000,142.3300000,137250
GAZP,5,20180611,124000,142.3000000,142.5100000,142.3000000,142.3400000,58440
GAZP,5,20180611,124500,142.3500000,142.3500000,142.1700000,142.2000000,31150
GAZP,5,20180611,125000,142.1900000,142.3000000,142.1500000,142.3000000,30420
GAZP,5,20180611,125500,142.2800000,142.3200000,142.0500000,142.1400000,64260
GAZP,5,20180611,130000,142.1100000,142.1200000,141.8200000,141.8800000,307210
GAZP,5,20180611,130500,141.8900000,141.9100000,141.5600000,141.7700000,445480
GAZP,5,20180611,131000,141.7700000,141.7900000,141.6200000,141.7600000,120900
GAZP,5,20180611,131500,141.7400000,141.8700000,141.6900000,141.8600000,62200
GAZP,5,20180611,132000,141.8600000,142.1100000,141.8600000,142.0600000,73840
GAZP,5,20180611,132500,142.0700000,142.2000000,141.9600000,141.9800000,40050
GAZP,5,20180611,133000,141.9400000,142.0200000,141.8100000,142.0000000,37130
GAZP,5,20180611,133500,142.0100000,142.0200000,141.8300000,141.8900000,54900
GAZP,5,20180611,134000,141.8600000,141.8900000,141.7200000,141.8100000,136470
GAZP,5,20180611,134500,141.8100000,141.8300000,141.7200000,141.8000000,10280
GAZP,5,20180611,135000,141.8000000,141.9000000,141.8000000,141.8900000,33460
GAZP,5,20180611,135500,141.8900000,141.9500000,141.8200000,141.8800000,65130
GAZP,5,20180611,140000,141.8600000,142.1200000,141.8200000,142.1100000,108590
GAZP,5,20180611,140500,142.1100000,142.1900000,142.1000000,142.1300000,19690
GAZP,5,20180611,141000,142.1100000,142.3000000,142.0100000,142.2000000,170770
GAZP,5,20180611,141500,142.2100000,142.2500000,142.0700000,142.1500000,68270
GAZP,5,20180611,142000,142.1100000,142.2500000,142.0300000,142.2300000,70610
GAZP,5,20180611,142500,142.1900000,142.2600000,142.1000000,142.1200000,38230
GAZP,5,20180611,143000,142.1000000,142.1200000,141.8200000,141.9200000,112390
GAZP,5,20180611,143500,141.8900000,142.0000000,141.8600000,141.9700000,29120
GAZP,5,20180611,144000,141.9200000,141.9600000,141.8000000,141.8400000,90980
GAZP,5,20180611,144500,141.8400000,141.9000000,141.7200000,141.8100000,74510
GAZP,5,20180611,145000,141.7900000,141.9800000,141.7400000,141.9600000,107450
GAZP,5,20180611,145500,141.9400000,141.9800000,141.8500000,141.9100000,22110
GAZP,5,20180611,150000,141.9000000,141.9400000,141.8500000,141.9300000,38630
GAZP,5,20180611,150500,141.9200000,142.0000000,141.9000000,141.9900000,23460
GAZP,5,20180611,151000,141.9500000,142.0300000,141.9100000,142.0000000,26010
GAZP,5,20180611,151500,141.9900000,142.1700000,141.9400000,142.0400000,241450
GAZP,5,20180611,152000,142.0300000,142.0600000,141.8600000,141.9600000,53290
GAZP,5,20180611,152500,141.9400000,142.0800000,141.9400000,142.0400000,12370
GAZP,5,20180611,153000,142.0400000,142.1500000,141.9900000,142.0000000,132520
GAZP,5,20180611,153500,142.0000000,142.1600000,142.0000000,142.0700000,43920
GAZP,5,20180611,154000,142.0700000,142.1000000,141.9300000,142.0500000,82530
GAZP,5,20180611,154500,142.0100000,142.0900000,141.8700000,142.0300000,112190
GAZP,5,20180611,155000,142.0300000,142.0700000,141.9300000,141.9300000,29090
GAZP,5,20180611,155500,141.9200000,141.9900000,141.8800000,141.9900000,18610
GAZP,5,20180611,160000,141.9900000,142.0200000,141.8800000,141.9700000,40620
GAZP,5,20180611,160500,141.9400000,141.9600000,141.8500000,141.9400000,88100
GAZP,5,20180611,161000,141.9400000,141.9900000,141.7500000,141.8100000,132170
GAZP,5,20180611,161500,141.8100000,141.9300000,141.7600000,141.9000000,31980
GAZP,5,20180611,162000,141.8800000,141.9600000,141.8500000,141.9400000,20410
GAZP,5,20180611,162500,141.9200000,141.9900000,141.9200000,141.9800000,13420
GAZP,5,20180611,163000,141.9600000,141.9800000,141.8800000,141.9000000,28520
GAZP,5,20180611,163500,141.9000000,141.9800000,141.8600000,141.9500000,33130
GAZP,5,20180611,164000,141.9000000,141.9500000,141.6400000,141.8100000,104060
GAZP,5,20180611,164500,141.7700000,141.9400000,141.7700000,141.9400000,32160
GAZP,5,20180611,165000,141.9200000,141.9500000,141.7000000,141.8100000,83330
GAZP,5,20180611,165500,141.8100000,141.9100000,141.8000000,141.8900000,15040
GAZP,5,20180611,170000,141.8200000,141.8800000,141.8000000,141.8500000,25670
GAZP,5,20180611,170500,141.8300000,141.9200000,141.7700000,141.8800000,100590
GAZP,5,20180611,171000,141.8200000,141.9100000,141.8000000,141.8900000,32310
GAZP,5,20180611,171500,141.8800000,141.9200000,141.8000000,141.9000000,61040
GAZP,5,20180611,172000,141.8700000,142.0200000,141.8000000,141.9400000,86390
GAZP,5,20180611,172500,141.9000000,141.9600000,141.8200000,141.8800000,70390
GAZP,5,20180611,173000,141.8800000,141.9900000,141.8500000,141.9800000,99380
GAZP,5,20180611,173500,141.9300000,142.0500000,141.8800000,141.9700000,45790
GAZP,5,20180611,174000,141.9400000,142.2000000,141.9400000,142.2000000,35220
GAZP,5,20180611,174500,142.2000000,142.4400000,142.1800000,142.4300000,191550
GAZP,5,20180611,175000,142.4100000,142.5000000,142.4000000,142.5000000,108160
GAZP,5,20180611,175500,142.5000000,142.5000000,142.4100000,142.4500000,58610
GAZP,5,20180611,180000,142.4200000,142.4500000,142.2500000,142.4500000,135330
GAZP,5,20180611,180500,142.4500000,142.6700000,142.4500000,142.5100000,66340
GAZP,5,20180611,181000,142.5100000,142.5100000,142.3700000,142.4300000,29700
GAZP,5,20180611,181500,142.4100000,142.5000000,142.3500000,142.4700000,150120
GAZP,5,20180611,182000,142.4700000,142.5500000,142.2400000,142.2500000,97300
GAZP,5,20180611,182500,142.2500000,142.4000000,142.2300000,142.3200000,97890
GAZP,5,20180611,183000,142.3200000,142.7500000,142.3000000,142.6400000,145890
GAZP,5,20180611,183500,142.6600000,142.8300000,142.6600000,142.8000000,137950
GAZP,5,20180611,184000,142.8000000,142.8000000,142.6100000,142.7100000,148130
GAZP,5,20180611,185000,142.2800000,142.2800000,142.2800000,142.2800000,1459840
GAZP,5,20180613,100500,142.5800000,142.7800000,142.3500000,142.5200000,502900
GAZP,5,20180613,101000,142.5200000,142.7000000,142.3900000,142.6900000,471160
GAZP,5,20180613,101500,142.6900000,142.6900000,142.4100000,142.4700000,311200
GAZP,5,20180613,102000,142.4700000,142.6300000,141.9100000,142.0400000,441040
GAZP,5,20180613,102500,142.0400000,142.4000000,142.0400000,142.3900000,308260
GAZP,5,20180613,103000,142.3200000,142.3600000,142.2000000,142.3400000,155420
GAZP,5,20180613,103500,142.3000000,142.4800000,142.3000000,142.3900000,135560
GAZP,5,20180613,104000,142.3900000,142.4000000,142.2100000,142.3500000,118110
GAZP,5,20180613,104500,142.3500000,142.4000000,142.2900000,142.3400000,136430
GAZP,5,20180613,105000,142.3300000,142.4000000,142.2000000,142.2700000,286460
GAZP,5,20180613,105500,142.2700000,142.4300000,142.2400000,142.4000000,64590
GAZP,5,20180613,110000,142.4000000,142.5000000,142.3400000,142.4000000,58130
GAZP,5,20180613,110500,142.3900000,142.4800000,142.2700000,142.3200000,201720
GAZP,5,20180613,111000,142.3000000,142.3600000,142.1800000,142.2400000,135470
GAZP,5,20180613,111500,142.2400000,142.2800000,142.1500000,142.2400000,176180
GAZP,5,20180613,112000,142.2400000,142.2500000,142.0500000,142.0800000,167790
GAZP,5,20180613,112500,142.0800000,142.0800000,141.6300000,141.8400000,600900
GAZP,5,20180613,113000,141.7900000,142.0800000,141.6800000,142.0800000,147510
GAZP,5,20180613,113500,142.0700000,142.1100000,141.9300000,142.0500000,94810
GAZP,5,20180613,114000,142.1100000,142.1800000,142.0400000,142.0500000,90170
GAZP,5,20180613,114500,142.0500000,142.2500000,142.0500000,142.2300000,222610
GAZP,5,20180613,115000,142.2300000,142.2500000,142.1100000,142.1400000,94230
GAZP,5,20180613,115500,142.1300000,142.2600000,142.1200000,142.2200000,67090
GAZP,5,20180613,120000,142.2200000,142.2300000,142.1300000,142.2000000,72280
GAZP,5,20180613,120500,142.2000000,142.2000000,142.0700000,142.0700000,85350
GAZP,5,20180613,121000,142.0600000,142.3500000,141.9600000,142.3300000,178730
GAZP,5,20180613,121500,142.3300000,142.3300000,142.1500000,142.2600000,89810
GAZP,5,20180613,122000,142.2600000,142.3900000,142.2100000,142.3800000,164830
GAZP,5,20180613,122500,142.3800000,142.4900000,142.3400000,142.4500000,84100
GAZP,5,20180613,123000,142.4300000,142.4400000,142.3700000,142.4000000,54860
GAZP,5,20180613,123500,142.4000000,142.5500000,142.3500000,142.5400000,136630
GAZP,5,20180613,124000,142.5500000,142.5900000,142.4100000,142.4500000,158900
GAZP,5,20180613,124500,142.4000000,142.4700000,142.2700000,142.3400000,168270
GAZP,5,20180613,125000,142.3200000,142.4000000,142.2000000,142.2600000,114000
GAZP,5,20180613,125500,142.2300000,142.4400000,142.1500000,142.4000000,110790
GAZP,5,20180613,130000,142.4000000,142.4200000,142.2700000,142.3000000,73480
GAZP,5,20180613,130500,142.3000000,142.5300000,142.2400000,142.3500000,397040
GAZP,5,20180613,131000,142.3500000,142.5500000,142.2900000,142.3900000,211210
GAZP,5,20180613,131500,142.3900000,142.4400000,142.2400000,142.3300000,143820
GAZP,5,20180613,132000,142.3400000,142.3900000,142.1000000,142.2300000,225580
GAZP,5,20180613,132500,142.1800000,142.1800000,142.0300000,142.1200000,178510
GAZP,5,20180613,133000,142.1200000,142.3800000,142.1100000,142.2200000,243150
GAZP,5,20180613,133500,142.2100000,142.3000000,142.0400000,142.1300000,145500
GAZP,5,20180613,134000,142.1500000,142.2200000,142.1100000,142.1300000,55550
GAZP,5,20180613,134500,142.1300000,142.2400000,142.1100000,142.1600000,62530
GAZP,5,20180613,135000,142.1100000,142.2100000,142.0400000,142.2100000,150460
GAZP,5,20180613,135500,142.2300000,142.3000000,142.0500000,142.3000000,305490
GAZP,5,20180613,140000,142.2900000,142.4500000,142.1600000,142.2200000,301990
GAZP,5,20180613,140500,142.2200000,142.2200000,142.1100000,142.1900000,34530
GAZP,5,20180613,141000,142.1900000,142.3900000,142.0100000,142.0800000,367630
GAZP,5,20180613,141500,142.0900000,142.1600000,142.0000000,142.0500000,167320
GAZP,5,20180613,142000,142.0700000,142.1000000,141.9400000,142.0500000,237920
GAZP,5,20180613,142500,142.0500000,142.2200000,142.0100000,142.0200000,134630
GAZP,5,20180613,143000,142.0100000,142.1500000,141.9500000,142.1100000,126660
GAZP,5,20180613,143500,142.1300000,142.1400000,141.9300000,141.9900000,73140
GAZP,5,20180613,144000,141.9900000,142.0700000,141.9300000,142.0700000,73350
GAZP,5,20180613,144500,142.0600000,142.0600000,141.8600000,141.9300000,197390
GAZP,5,20180613,145000,141.9100000,142.0600000,141.8900000,142.0200000,53770
GAZP,5,20180613,145500,141.9900000,142.1100000,141.8900000,141.9300000,114810
GAZP,5,20180613,150000,141.9100000,141.9900000,141.8800000,141.9400000,91340
GAZP,5,20180613,150500,141.9000000,141.9400000,141.7500000,141.9000000,219700
GAZP,5,20180613,151000,141.9000000,142.0900000,141.8700000,142.0100000,196700
GAZP,5,20180613,151500,142.0100000,142.0600000,141.9100000,141.9600000,118790
GAZP,5,20180613,152000,141.9800000,142.0400000,141.7000000,141.7400000,200440
GAZP,5,20180613,152500,141.7100000,141.8200000,141.7000000,141.8000000,217080
GAZP,5,20180613,153000,141.7600000,141.8000000,141.7000000,141.7600000,162000
GAZP,5,20180613,153500,141.7200000,141.8200000,141.7000000,141.8100000,107550
GAZP,5,20180613,154000,141.7900000,141.8300000,141.7100000,141.7700000,87850
GAZP,5,20180613,154500,141.7300000,141.8000000,141.7000000,141.7700000,285670
GAZP,5,20180613,155000,141.7700000,141.8300000,141.7200000,141.7500000,77680
GAZP,5,20180613,155500,141.7300000,141.7700000,141.5500000,141.6700000,511880
GAZP,5,20180613,160000,141.6500000,141.6600000,141.5000000,141.5000000,328210
GAZP,5,20180613,160500,141.5000000,141.6000000,141.5000000,141.5900000,199570
GAZP,5,20180613,161000,141.5900000,141.6700000,141.5000000,141.5900000,153780
GAZP,5,20180613,161500,141.5900000,141.6000000,141.4000000,141.4500000,239970
GAZP,5,20180613,162000,141.4500000,141.4900000,141.4000000,141.4400000,103750
GAZP,5,20180613,162500,141.4400000,141.6000000,141.4300000,141.5600000,131780
GAZP,5,20180613,163000,141.5600000,141.6000000,141.5100000,141.6000000,147030
GAZP,5,20180613,163500,141.6000000,141.6000000,141.4300000,141.4300000,298010
GAZP,5,20180613,164000,141.4600000,141.5400000,141.4100000,141.5200000,240120
GAZP,5,20180613,164500,141.5000000,141.5200000,141.2100000,141.2300000,415570
GAZP,5,20180613,165000,141.2200000,141.2300000,141.0600000,141.1300000,471400
GAZP,5,20180613,165500,141.0700000,141.1100000,140.9200000,140.9900000,529720
GAZP,5,20180613,170000,140.9900000,141.0000000,140.6300000,140.7100000,825300
GAZP,5,20180613,170500,140.7100000,140.9200000,140.6900000,140.8800000,205170
GAZP,5,20180613,171000,140.8700000,140.9100000,140.7200000,140.7900000,131790
GAZP,5,20180613,171500,140.7700000,140.9200000,140.6500000,140.9200000,319970
GAZP,5,20180613,172000,140.9200000,141.0500000,140.7000000,140.8200000,383160
GAZP,5,20180613,172500,140.8000000,140.8600000,140.6800000,140.7700000,190270
GAZP,5,20180613,173000,140.7600000,140.8000000,140.7100000,140.7800000,155640
GAZP,5,20180613,173500,140.7800000,140.9900000,140.7800000,140.9900000,171450
GAZP,5,20180613,174000,140.9900000,141.0000000,140.6900000,140.7100000,435190
GAZP,5,20180613,174500,140.6800000,140.7800000,140.6500000,140.7800000,427030
GAZP,5,20180613,175000,140.7800000,140.8700000,140.7500000,140.8600000,59240
GAZP,5,20180613,175500,140.8600000,140.8700000,140.7400000,140.8400000,89160
GAZP,5,20180613,180000,140.8500000,140.8800000,140.8400000,140.8800000,106750
GAZP,5,20180613,180500,140.8800000,141.0400000,140.8500000,141.0400000,386970
GAZP,5,20180613,181000,141.0100000,141.0300000,140.9500000,141.0100000,157200
GAZP,5,20180613,181500,141.0100000,141.2000000,140.9700000,141.1700000,346110
GAZP,5,20180613,182000,141.1500000,141.4100000,141.0700000,141.3100000,739460
GAZP,5,20180613,182500,141.3400000,141.4400000,141.3000000,141.4100000,317380
GAZP,5,20180613,183000,141.3700000,141.3800000,141.2800000,141.3700000,191500
GAZP,5,20180613,183500,141.3700000,141.3900000,141.3000000,141.3200000,180670
GAZP,5,20180613,184000,141.3500000,141.4400000,141.2600000,141.3500000,321400
GAZP,5,20180613,185000,141.0000000,141.0000000,141.0000000,141.0000000,1329960
GAZP,5,20180614,100500,140.8800000,140.9200000,140.2600000,140.7200000,463380
GAZP,5,20180614,101000,140.7000000,140.9000000,140.7000000,140.8900000,208830
GAZP,5,20180614,101500,140.8600000,140.9200000,140.8000000,140.8500000,152900
GAZP,5,20180614,102000,140.8600000,140.9200000,140.8000000,140.8300000,175690
GAZP,5,20180614,102500,140.8300000,140.9400000,140.8000000,140.8700000,117300
GAZP,5,20180614,103000,140.8300000,141.0000000,140.8200000,140.8700000,120140
GAZP,5,20180614,103500,140.8800000,141.1500000,140.8800000,141.1100000,277140
GAZP,5,20180614,104000,141.1200000,141.4400000,141.0500000,141.4100000,197840
GAZP,5,20180614,104500,141.4300000,141.4300000,141.2200000,141.3800000,59260
GAZP,5,20180614,105000,141.3800000,141.3800000,141.1100000,141.2300000,96640
GAZP,5,20180614,105500,141.1900000,141.2100000,140.8200000,140.9000000,242020
GAZP,5,20180614,110000,140.8700000,140.9900000,140.8000000,140.9600000,230540
GAZP,5,20180614,110500,140.9400000,140.9500000,140.7000000,140.7900000,344350
GAZP,5,20180614,111000,140.8000000,140.8000000,140.4600000,140.5700000,674070
GAZP,5,20180614,111500,140.6100000,140.7100000,140.5300000,140.6900000,257470
GAZP,5,20180614,112000,140.6700000,140.7000000,139.7700000,140.4700000,3322220
GAZP,5,20180614,112500,140.4900000,140.7000000,140.4200000,140.5000000,380640
GAZP,5,20180614,113000,140.5000000,140.5900000,140.2700000,140.4700000,153360
GAZP,5,20180614,113500,140.4300000,140.5000000,140.4000000,140.4100000,70200
GAZP,5,20180614,114000,140.4400000,140.5200000,140.4000000,140.5200000,314030
GAZP,5,20180614,114500,140.5200000,140.5400000,140.2800000,140.2800000,485510
GAZP,5,20180614,115000,140.2900000,140.3900000,140.2500000,140.3200000,69460
GAZP,5,20180614,115500,140.3200000,140.3200000,140.1500000,140.2900000,214390
GAZP,5,20180614,120000,140.2900000,140.3000000,140.0200000,140.1200000,230600
GAZP,5,20180614,120500,140.1000000,140.2000000,140.0100000,140.0100000,190990
GAZP,5,20180614,121000,140.0200000,140.0600000,139.9600000,140.0300000,145680
GAZP,5,20180614,121500,140.0300000,140.2100000,140.0300000,140.1500000,65870
GAZP,5,20180614,122000,140.1700000,140.4000000,140.1500000,140.2800000,96560
GAZP,5,20180614,122500,140.3100000,140.4300000,140.2300000,140.3000000,336610
GAZP,5,20180614,123000,140.3000000,140.3700000,140.0800000,140.1200000,167350
GAZP,5,20180614,123500,140.1300000,140.1400000,140.0400000,140.1000000,95930
GAZP,5,20180614,124000,140.1000000,140.1000000,139.9500000,140.0100000,134570
GAZP,5,20180614,124500,140.0200000,140.0600000,139.8300000,139.9500000,275200
GAZP,5,20180614,125000,139.9500000,140.0000000,139.8800000,139.9700000,105550
GAZP,5,20180614,125500,139.9700000,140.0100000,139.9000000,139.9300000,86510
GAZP,5,20180614,130000,139.9200000,140.0700000,139.9200000,140.0100000,182150
GAZP,5,20180614,130500,140.0300000,140.0800000,140.0000000,140.0600000,309070
GAZP,5,20180614,131000,140.0100000,140.0700000,139.9900000,140.0300000,277310
GAZP,5,20180614,131500,140.0300000,140.0500000,139.9500000,139.9900000,136610
