<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,20181203,154500,165.0800000,165.1000000,164.8200000,165.0500000,148440
GAZP,5,20181203,155000,165.0100000,166.6500000,164.8000000,166.1700000,3846190
GAZP,5,20181203,155500,166.2000000,166.2500000,165.6100000,165.8500000,1493330
GAZP,5,20181203,160000,165.8500000,166.0000000,165.2400000,165.4000000,911360
GAZP,5,20181203,160500,165.4000000,165.8300000,165.3300000,165.7200000,282120
GAZP,5,20181203,161000,165.7200000,165.7200000,164.9600000,165.0000000,298640
GAZP,5,20181203,161500,165.0200000,165.3500000,164.9700000,165.2300000,102480
GAZP,5,20181203,162000,165.2700000,165.4200000,165.2000000,165.3500000,69470
GAZP,5,20181203,162500,165.4000000,165.4900000,165.1000000,165.1500000,117580
GAZP,5,20181203,163000,165.1500000,165.4500000,164.9000000,165.4400000,70170
GAZP,5,20181203,163500,165.4400000,165.4500000,165.0900000,165.3600000,106320
GAZP,5,20181203,164000,165.3600000,165.4000000,165.1400000,165.2100000,100740
GAZP,5,20181203,164500,165.2100000,165.3600000,165.1000000,165.3200000,143900
GAZP,5,20181203,165000,165.3200000,165.4500000,165.2300000,165.4300000,111540
GAZP,5,20181203,165500,165.4400000,165.7600000,165.4400000,165.5100000,242550
GAZP,5,20181203,170000,165.5800000,165.6700000,165.3800000,165.4600000,121440
GAZP,5,20181203,170500,165.4600000,165.7000000,165.3000000,165.5500000,205390
GAZP,5,20181203,171000,165.5500000,165.6700000,165.3600000,165.5700000,94670
GAZP,5,20181203,171500,165.5700000,165.7100000,165.5000000,165.7000000,87320
GAZP,5,20181203,172000,165.6700000,165.7300000,165.5400000,165.6600000,77850
GAZP,5,20181203,172500,165.6500000,165.8100000,165.5700000,165.8100000,146580
GAZP,5,20181203,173000,165.8000000,165.8400000,165.7400000,165.7900000,305510
GAZP,5,20181203,173500,165.8300000,165.9300000,165.7600000,165.9300000,576510
GAZP,5,20181203,174000,165.9400000,166.1500000,165.9200000,166.0000000,634070
GAZP,5,20181203,174500,165.9900000,166.2200000,165.8300000,166.0100000,469690
GAZP,5,20181203,175000,166.0100000,166.3000000,165.9200000,166.0400000,547460
GAZP,5,20181203,175500,166.0500000,166.1200000,165.5000000,165.5000000,497590
GAZP,5,20181203,180000,165.5400000,165.6400000,165.5000000,165.5000000,518930
GAZP,5,20181203,180500,165.5000000,165.6900000,165.0500000,165.6800000,413780
GAZP,5,20181203,181000,165.6900000,166.0400000,165.5900000,165.9200000,596840
GAZP,5,20181203,181500,165.9500000,165.9900000,165.8000000,165.9800000,321760
GAZP,5,20181203,182000,165.9800000,166.0900000,165.8200000,165.8900000,303730
GAZP,5,20181203,182500,165.8900000,165.9900000,165.4000000,165.4500000,894290
GAZP,5,20181203,183000,165.4500000,165.5000000,165.2100000,165.3400000,369250
GAZP,5,20181203,183500,165.3500000,165.4100000,165.2000000,165.3000000,127490
GAZP,5,20181203,184000,165.3500000,165.5000000,165.1600000,165.2200000,316730
GAZP,5,20181203,185000,165.4000000,165.4000000,165.4000000,165.4000000,340460
GAZP,5,20181204,100500,164.9200000,164.9400000,163.2000000,163.6800000,906830
GAZP,5,20181204,101000,163.6500000,163.9500000,163.2600000,163.4800000,556100
GAZP,5,20181204,101500,163.5000000,163.5000000,163.1200000,163.2400000,296810
GAZP,5,20181204,102000,163.2400000,163.7100000,163.1500000,163.5700000,305460
GAZP,5,20181204,102500,163.5700000,164.0700000,163.4500000,163.9100000,613300
GAZP,5,20181204,103000,163.9000000,164.0500000,163.7200000,163.7500000,175220
GAZP,5,20181204,103500,163.7500000,163.8500000,163.5500000,163.6000000,102590
GAZP,5,20181204,104000,163.5900000,163.7300000,163.5600000,163.6900000,56410
GAZP,5,20181204,104500,163.6900000,163.8000000,163.5200000,163.7100000,91710
GAZP,5,20181204,105000,163.7600000,163.8700000,163.7100000,163.8300000,54490
GAZP,5,20181204,105500,163.8500000,163.9300000,163.7600000,163.8500000,52650
GAZP,5,20181204,110000,163.8500000,163.8500000,163.5000000,163.5000000,106160
GAZP,5,20181204,110500,163.5600000,163.9300000,163.5100000,163.9100000,88040
GAZP,5,20181204,111000,163.8400000,163.9300000,163.7000000,163.7800000,54310
GAZP,5,20181204,111500,163.8000000,163.9000000,163.6500000,163.7700000,88980
GAZP,5,20181204,112000,163.7700000,163.8000000,163.5000000,163.7100000,176100
GAZP,5,20181204,112500,163.7100000,163.8800000,163.6000000,163.7500000,239000
GAZP,5,20181204,113000,163.8000000,163.9000000,163.7000000,163.8800000,238170
GAZP,5,20181204,113500,163.8800000,163.9400000,163.7700000,163.9000000,378810
GAZP,5,20181204,114000,163.8800000,164.3900000,163.8100000,164.0400000,509480
GAZP,5,20181204,114500,164.0800000,164.2000000,164.0100000,164.1700000,137320
GAZP,5,20181204,115000,164.1700000,164.4800000,164.0900000,164.4100000,551260
GAZP,5,20181204,115500,164.4100000,164.8100000,164.2900000,164.7000000,607810
GAZP,5,20181204,120000,164.7500000,165.0000000,164.6500000,164.9200000,367750
GAZP,5,20181204,120500,164.9500000,164.9800000,164.7000000,164.8900000,223460
GAZP,5,20181204,121000,164.8900000,164.9500000,164.6500000,164.7500000,259820
GAZP,5,20181204,121500,164.7400000,164.8200000,164.3800000,164.4200000,193780
GAZP,5,20181204,122000,164.4100000,164.5000000,164.1000000,164.2600000,236410
GAZP,5,20181204,122500,164.2600000,164.2600000,163.8400000,163.9800000,348140
GAZP,5,20181204,123000,163.9800000,164.2700000,163.9400000,164.0800000,287460
GAZP,5,20181204,123500,164.1500000,164.2200000,163.9900000,164.0000000,126440
GAZP,5,20181204,124000,164.0000000,164.3300000,163.6500000,163.8200000,523280
GAZP,5,20181204,124500,163.8300000,163.9500000,163.6000000,163.9100000,234190
GAZP,5,20181204,125000,163.9200000,163.9900000,163.7000000,163.9000000,137300
GAZP,5,20181204,125500,163.8600000,163.9100000,163.6500000,163.8000000,206650
GAZP,5,20181204,130000,163.7800000,163.8800000,163.6000000,163.7800000,70510
GAZP,5,20181204,130500,163.7400000,163.7800000,163.5500000,163.6600000,147580
GAZP,5,20181204,131000,163.6400000,163.8700000,163.5600000,163.6000000,109900
GAZP,5,20181204,131500,163.6000000,163.6700000,163.3000000,163.5200000,308940
GAZP,5,20181204,132000,163.5500000,163.7400000,163.5400000,163.6000000,91640
GAZP,5,20181204,132500,163.5500000,163.7400000,163.5500000,163.6800000,32670
GAZP,5,20181204,133000,163.6600000,163.6800000,163.5000000,163.5000000,88770
GAZP,5,20181204,133500,163.5700000,163.6400000,163.4600000,163.6400000,189950
GAZP,5,20181204,134000,163.5800000,163.6400000,163.5100000,163.5500000,143980
GAZP,5,20181204,134500,163.6200000,163.6400000,163.5700000,163.6400000,209310
GAZP,5,20181204,135000,163.6100000,163.6400000,163.5100000,163.5500000,184980
GAZP,5,20181204,135500,163.5500000,163.6300000,163.5400000,163.5700000,56440
GAZP,5,20181204,140000,163.5800000,163.6400000,163.5200000,163.6400000,98170
GAZP,5,20181204,140500,163.6100000,163.7900000,163.6100000,163.7200000,179610
GAZP,5,20181204,141000,163.7100000,163.7700000,163.5500000,163.5600000,206960
GAZP,5,20181204,141500,163.5800000,163.8700000,163.5800000,163.8600000,117650
GAZP,5,20181204,142000,163.8700000,163.9200000,163.6500000,163.7000000,62660
GAZP,5,20181204,142500,163.7000000,163.7700000,163.4700000,163.7200000,191130
GAZP,5,20181204,143000,163.7200000,163.9600000,163.6600000,163.9500000,96310
GAZP,5,20181204,143500,163.9500000,164.0000000,163.8200000,164.0000000,133020
GAZP,5,20181204,144000,164.0000000,164.1500000,163.9900000,164.0400000,91730
GAZP,5,20181204,144500,164.0800000,164.0800000,163.8400000,164.0500000,117670
GAZP,5,20181204,145000,164.0400000,164.0600000,163.9000000,163.9100000,44940
GAZP,5,20181204,145500,163.9100000,164.0300000,163.9000000,164.0200000,30780
GAZP,5,20181204,150000,163.9400000,164.0100000,163.7700000,163.9000000,78820
GAZP,5,20181204,150500,163.9000000,163.9500000,163.7500000,163.8100000,50500
GAZP,5,20181204,151000,163.8300000,163.9500000,163.7600000,163.9400000,7100
GAZP,5,20181204,151500,163.8900000,163.9200000,163.3200000,163.3900000,254630
GAZP,5,20181204,152000,163.3900000,163.5900000,163.3200000,163.4800000,75730
GAZP,5,20181204,152500,163.4800000,163.7800000,163.4800000,163.6800000,84950
GAZP,5,20181204,153000,163.6800000,163.8000000,163.6600000,163.7600000,54400
GAZP,5,20181204,153500,163.7600000,163.8300000,163.5400000,163.6500000,50350
GAZP,5,20181204,154000,163.6700000,163.9400000,163.6100000,163.8500000,82110
GAZP,5,20181204,154500,163.8900000,163.9700000,163.8500000,163.9700000,47970
GAZP,5,20181204,155000,163.9600000,164.1300000,163.9300000,164.0400000,66130
GAZP,5,20181204,155500,164.0000000,164.0200000,163.8600000,163.8700000,35780
GAZP,5,20181204,160000,163.8800000,164.0600000,163.8500000,164.0000000,28640
GAZP,5,20181204,160500,164.0100000,164.0400000,163.7500000,163.8000000,112780
GAZP,5,20181204,161000,163.7900000,163.8600000,163.6500000,163.7500000,95940
GAZP,5,20181204,161500,163.7500000,163.7500000,163.7100000,163.7100000,91550
GAZP,5,20181204,162000,163.7100000,163.7500000,163.6900000,163.6900000,60640
GAZP,5,20181204,162500,163.7000000,163.7500000,163.5000000,163.6400000,115200
GAZP,5,20181204,163000,163.6500000,163.6500000,163.6000000,163.6500000,154430
GAZP,5,20181204,163500,163.6500000,163.6500000,163.0300000,163.1500000,466720
GAZP,5,20181204,164000,163.1500000,163.2000000,163.1200000,163.1900000,58850
GAZP,5,20181204,164500,163.1800000,163.1900000,162.8000000,163.1100000,542220
GAZP,5,20181204,165000,163.1200000,163.3300000,163.1200000,163.2900000,99080
GAZP,5,20181204,165500,163.2900000,163.4300000,163.1000000,163.3300000,152750
GAZP,5,20181204,170000,163.3300000,163.4200000,163.2000000,163.3300000,37070
GAZP,5,20181204,170500,163.3300000,163.3600000,163.0100000,163.1600000,144680
GAZP,5,20181204,171000,163.1600000,163.2100000,163.0800000,163.1000000,49090
GAZP,5,20181204,171500,163.1000000,163.2600000,162.8400000,162.9900000,169720
GAZP,5,20181204,172000,162.9900000,162.9900000,162.3700000,162.4500000,377390
GAZP,5,20181204,172500,162.4400000,162.7000000,162.3500000,162.6200000,191760
GAZP,5,20181204,173000,162.6500000,162.7500000,162.3000000,162.3600000,190430
GAZP,5,20181204,173500,162.3700000,162.8500000,162.3700000,162.6400000,300970
GAZP,5,20181204,174000,162.7000000,162.9700000,162.6600000,162.7100000,152440
GAZP,5,20181204,174500,162.7200000,162.8500000,162.5000000,162.6500000,136320
GAZP,5,20181204,175000,162.7000000,162.7700000,162.5500000,162.6600000,69980
GAZP,5,20181204,175500,162.6300000,162.8500000,162.5500000,162.8500000,83960
GAZP,5,20181204,180000,162.8500000,163.0700000,162.8500000,162.9000000,227000
GAZP,5,20181204,180500,162.9100000,163.2800000,162.8100000,163.0900000,252000
GAZP,5,20181204,181000,163.0900000,163.5000000,162.9400000,163.5000000,167200
GAZP,5,20181204,181500,163.4500000,163.5900000,163.0600000,163.2200000,321350
GAZP,5,20181204,182000,163.1600000,163.6500000,163.1600000,163.5100000,173610
GAZP,5,20181204,182500,163.5400000,163.6400000,163.3900000,163.5800000,153140
GAZP,5,20181204,183000,163.5800000,163.6500000,163.3500000,163.3500000,155370
GAZP,5,20181204,183500,163.3500000,163.5000000,163.1100000,163.4600000,178210
GAZP,5,20181204,184000,163.4600000,163.5000000,163.2100000,163.5000000,352750
GAZP,5,20181204,185000,164.2000000,164.2000000,164.2000000,164.2000000,2530780
GAZP,5,20181205,100500,161.2900000,162.0900000,160.6600000,161.9400000,800320
GAZP,5,20181205,101000,161.9700000,162.0000000,161.6600000,161.8900000,201050
GAZP,5,20181205,101500,161.8100000,161.9500000,161.5300000,161.6000000,217750
GAZP,5,20181205,102000,161.6000000,161.7900000,161.4600000,161.5500000,208810
GAZP,5,20181205,102500,161.5900000,161.9000000,161.4900000,161.7000000,144990
GAZP,5,20181205,103000,161.7500000,161.7500000,161.5000000,161.5600000,137090
GAZP,5,20181205,103500,161.5400000,161.7000000,161.4700000,161.5400000,141210
GAZP,5,20181205,104000,161.5000000,161.6500000,161.4000000,161.6500000,244050
GAZP,5,20181205,104500,161.6500000,161.7700000,161.6000000,161.7100000,53770
GAZP,5,20181205,105000,161.7200000,161.8200000,161.7200000,161.8000000,60890
GAZP,5,20181205,105500,161.8000000,161.9100000,161.7100000,161.8800000,142650
GAZP,5,20181205,110000,161.8900000,161.9900000,161.7200000,161.8200000,123950
GAZP,5,20181205,110500,161.8200000,161.9400000,161.2200000,161.2800000,359200
GAZP,5,20181205,111000,161.2800000,161.4100000,161.0000000,161.1700000,585320
GAZP,5,20181205,111500,161.1700000,161.2000000,160.6600000,160.7100000,650070
GAZP,5,20181205,112000,160.7100000,160.8000000,160.5000000,160.7100000,342480
GAZP,5,20181205,112500,160.7000000,160.9600000,160.5300000,160.5300000,446250
GAZP,5,20181205,113000,160.5300000,160.6400000,160.3100000,160.4100000,1044740
GAZP,5,20181205,113500,160.4600000,161.1600000,160.4200000,161.1500000,348390
GAZP,5,20181205,114000,161.1300000,161.1800000,160.8100000,161.1000000,123390
GAZP,5,20181205,114500,161.0800000,161.4100000,161.0800000,161.3100000,212020
GAZP,5,20181205,115000,161.3200000,161.6000000,161.3200000,161.5500000,193730
GAZP,5,20181205,115500,161.5900000,161.5900000,161.1800000,161.3400000,184960
GAZP,5,20181205,120000,161.4000000,161.5800000,161.3700000,161.5300000,53480
GAZP,5,20181205,120500,161.5400000,161.8000000,161.5200000,161.6000000,183330
GAZP,5,20181205,121000,161.5900000,161.8200000,161.5200000,161.5900000,134300
GAZP,5,20181205,121500,161.6600000,161.7300000,161.4600000,161.5600000,63710
GAZP,5,20181205,122000,161.5600000,161.7500000,161.5300000,161.7000000,55780
GAZP,5,20181205,122500,161.7400000,161.9900000,161.6700000,161.8000000,228270
GAZP,5,20181205,123000,161.8400000,161.9300000,161.6000000,161.9000000,213540
GAZP,5,20181205,123500,161.9300000,162.0000000,161.9000000,161.9900000,158270
GAZP,5,20181205,124000,162.0000000,162.0000000,161.8500000,161.8900000,236120
GAZP,5,20181205,124500,161.8900000,162.0000000,161.8900000,161.9700000,326480
GAZP,5,20181205,125000,162.0000000,162.0000000,161.8000000,161.9900000,266400
GAZP,5,20181205,125500,161.9800000,162.2700000,161.8900000,162.1500000,194970
GAZP,5,20181205,130000,162.1400000,162.1600000,161.9000000,161.9800000,189690
GAZP,5,20181205,130500,161.9300000,162.0000000,161.7800000,161.9000000,187430
GAZP,5,20181205,131000,161.8900000,162.0000000,161.8500000,161.8900000,120300
GAZP,5,20181205,131500,161.8800000,162.0000000,161.8800000,161.9500000,163080
GAZP,5,20181205,132000,161.9600000,162.0000000,161.8000000,161.9200000,127630
GAZP,5,20181205,132500,161.9000000,162.0000000,161.9000000,161.9500000,138370
GAZP,5,20181205,133000,161.9500000,162.0000000,161.9100000,162.0000000,223490
GAZP,5,20181205,133500,162.0000000,162.0000000,161.9400000,162.0000000,104630
GAZP,5,20181205,134000,162.0000000,162.0000000,161.9800000,162.0000000,121360
GAZP,5,20181205,134500,162.0000000,162.1600000,161.8600000,161.9400000,277010
GAZP,5,20181205,135000,161.9400000,161.9800000,161.7800000,161.9400000,84400
GAZP,5,20181205,135500,161.9800000,162.0000000,161.9300000,161.9900000,51510
GAZP,5,20181205,140000,161.9700000,162.0000000,161.9400000,161.9600000,354760
GAZP,5,20181205,140500,161.9700000,162.0000000,161.8100000,161.8400000,135760
GAZP,5,20181205,141000,161.8400000,161.9900000,161.7800000,161.9900000,156510
GAZP,5,20181205,141500,161.9700000,162.0000000,161.8800000,161.9300000,27470
GAZP,5,20181205,142000,161.9100000,161.9700000,161.8600000,161.8600000,29440
GAZP,5,20181205,142500,161.8800000,162.0000000,161.8800000,161.9600000,31220
GAZP,5,20181205,143000,161.9900000,162.0000000,161.9700000,161.9900000,172760
GAZP,5,20181205,143500,161.9700000,162.0000000,161.9200000,161.9600000,24400
GAZP,5,20181205,144000,161.9600000,161.9900000,161.9400000,161.9800000,64760
GAZP,5,20181205,144500,161.9800000,162.0000000,161.9000000,161.9600000,95360
GAZP,5,20181205,145000,161.9600000,161.9900000,161.9400000,161.9400000,22020
GAZP,5,20181205,145500,161.9500000,162.0000000,161.8100000,161.8100000,225420
GAZP,5,20181205,150000,161.8200000,161.9500000,161.8100000,161.8500000,94710
GAZP,5,20181205,150500,161.8200000,161.9800000,161.6400000,161.8900000,134950
GAZP,5,20181205,151000,161.9000000,162.0000000,161.9000000,161.9500000,413650
GAZP,5,20181205,151500,161.9800000,162.0000000,161.6700000,161.6700000,590600
GAZP,5,20181205,152000,161.6900000,161.8200000,161.6900000,161.8100000,22080
GAZP,5,20181205,152500,161.8200000,161.9400000,161.7800000,161.9400000,57080
GAZP,5,20181205,153000,161.9100000,162.0000000,161.8600000,161.9700000,120610
GAZP,5,20181205,153500,161.9700000,162.0000000,161.8900000,161.9900000,157360
GAZP,5,20181205,154000,161.9800000,162.0000000,161.9000000,161.9900000,157170
GAZP,5,20181205,154500,161.9900000,162.0000000,161.9000000,161.9700000,244040
GAZP,5,20181205,155000,161.9600000,162.0000000,161.9400000,161.9500000,148860
GAZP,5,20181205,155500,161.9600000,162.0000000,161.9200000,161.9700000,130400
GAZP,5,20181205,160000,161.9700000,162.4700000,161.9100000,161.9900000,782950
GAZP,5,20181205,160500,161.9900000,162.0000000,161.8200000,161.9800000,178590
GAZP,5,20181205,161000,162.0000000,162.0000000,161.9200000,161.9800000,187570
GAZP,5,20181205,161500,161.9800000,162.0000000,161.8800000,162.0000000,491560
GAZP,5,20181205,162000,162.0000000,162.0000000,161.9300000,161.9500000,91250
GAZP,5,20181205,162500,161.9500000,162.0000000,161.9200000,162.0000000,83820
GAZP,5,20181205,163000,162.0000000,162.0000000,161.8500000,161.9900000,110060
GAZP,5,20181205,163500,161.9500000,162.0000000,161.9400000,161.9900000,144890
GAZP,5,20181205,164000,162.0000000,162.0000000,161.8300000,161.8600000,118500
GAZP,5,20181205,164500,161.8600000,161.9500000,161.8300000,161.9000000,66820
GAZP,5,20181205,165000,161.8800000,161.9800000,161.8600000,161.9200000,36520
GAZP,5,20181205,165500,161.9200000,162.0000000,161.9100000,161.9900000,139880
GAZP,5,20181205,170000,162.0000000,162.0000000,161.9200000,161.9400000,115660
GAZP,5,20181205,170500,161.9300000,162.0000000,161.9100000,161.9900000,25890
GAZP,5,20181205,171000,161.9700000,162.1900000,161.9700000,162.1400000,874000
GAZP,5,20181205,171500,162.1500000,162.4700000,162.1200000,162.2900000,216120
GAZP,5,20181205,172000,162.3900000,162.4700000,162.2500000,162.3800000,168130
GAZP,5,20181205,172500,162.3600000,162.9300000,162.3300000,162.7400000,449560
GAZP,5,20181205,173000,162.7500000,162.9800000,162.7500000,162.9700000,130180
GAZP,5,20181205,173500,162.9700000,163.4600000,162.9400000,163.4200000,288390
GAZP,5,20181205,174000,163.3700000,163.4100000,163.1000000,163.1300000,349580
GAZP,5,20181205,174500,163.1300000,163.2200000,163.0000000,163.0200000,144140
GAZP,5,20181205,175000,163.0300000,163.4400000,163.0200000,163.3800000,140570
GAZP,5,20181205,175500,163.3900000,163.4800000,163.1700000,163.2500000,120400
GAZP,5,20181205,180000,163.2200000,163.3000000,163.0300000,163.1900000,119410
GAZP,5,20181205,180500,163.2100000,163.2600000,163.0500000,163.1400000,132650
GAZP,5,20181205,181000,163.1400000,163.3000000,163.1400000,163.2300000,54870
GAZP,5,20181205,181500,163.3100000,163.7000000,163.2300000,163.7000000,182650
GAZP,5,20181205,182000,163.7000000,163.7500000,163.5700000,163.6700000,154540
GAZP,5,20181205,182500,163.6700000,163.9300000,163.6700000,163.9200000,223230
GAZP,5,20181205,183000,163.9200000,164.2000000,163.9000000,164.2000000,521280
GAZP,5,20181205,183500,164.1900000,164.3600000,163.8200000,164.1900000,649810
GAZP,5,20181205,184000,164.2100000,164.3500000,164.0200000,164.1000000,335380
GAZP,5,20181205,185000,164.5700000,164.5700000,164.5700000,164.5700000,1016120
GAZP,5,20181206,100500,162.9000000,162.9900000,162.1100000,162.2600000,821230
GAZP,5,20181206,101000,162.3100000,162.3500000,161.6200000,161.8700000,815350
GAZP,5,20181206,101500,161.8500000,162.1400000,161.7000000,162.1300000,406830
GAZP,5,20181206,102000,162.0900000,162.5700000,162.0900000,162.5700000,204370
GAZP,5,20181206,102500,162.5700000,162.5800000,162.1200000,162.3300000,330020
GAZP,5,20181206,103000,162.3300000,162.5600000,162.2100000,162.5600000,91560
GAZP,5,20181206,103500,162.5200000,162.6200000,162.4800000,162.4800000,105160
GAZP,5,20181206,104000,162.5600000,162.6100000,162.1900000,162.3100000,120200
GAZP,5,20181206,104500,162.3200000,162.7800000,162.1800000,162.7100000,182850
GAZP,5,20181206,105000,162.6800000,163.0000000,162.6600000,162.9900000,297900
GAZP,5,20181206,105500,162.9800000,162.9900000,162.7000000,162.7400000,106650
GAZP,5,20181206,110000,162.8600000,162.9900000,162.6400000,162.8400000,57320
GAZP,5,20181206,110500,162.8400000,162.8900000,162.2600000,162.7000000,283520
GAZP,5,20181206,111000,162.6800000,162.7500000,162.3100000,162.3500000,178230
GAZP,5,20181206,111500,162.3500000,162.4000000,162.0500000,162.0500000,134590
GAZP,5,20181206,112000,162.0500000,162.3600000,162.0200000,162.2000000,123430
GAZP,5,20181206,112500,162.2000000,162.2500000,161.7900000,161.9600000,279590
GAZP,5,20181206,113000,161.9700000,162.0500000,161.5500000,161.6700000,274420
GAZP,5,20181206,113500,161.6700000,161.9500000,161.5000000,161.7700000,339510
GAZP,5,20181206,114000,161.7900000,162.1500000,161.5500000,161.7300000,280990
GAZP,5,20181206,114500,161.7100000,161.7300000,160.0600000,160.4400000,2705050
GAZP,5,20181206,115000,160.3200000,160.4700000,159.0000000,159.5000000,2713990
GAZP,5,20181206,115500,159.5000000,160.5000000,159.3700000,159.5400000,1174630
GAZP,5,20181206,120000,159.5000000,160.2500000,159.4600000,160.1200000,660740
GAZP,5,20181206,120500,160.1800000,160.3000000,159.4500000,159.4900000,764870
GAZP,5,20181206,121000,159.5000000,159.7300000,159.0600000,159.6600000,710560
GAZP,5,20181206,121500,159.6400000,159.7100000,159.1800000,159.2600000,380800
GAZP,5,20181206,122000,159.3000000,159.6000000,159.2000000,159.5000000,209560
GAZP,5,20181206,122500,159.5200000,159.6000000,159.3000000,159.6000000,292840
GAZP,5,20181206,123000,159.6000000,159.7200000,159.4900000,159.7000000,280930
GAZP,5,20181206,123500,159.7000000,160.0000000,159.6400000,159.9800000,252230
GAZP,5,20181206,124000,159.9800000,159.9800000,159.5100000,159.6500000,271590
GAZP,5,20181206,124500,159.6000000,159.8600000,159.5800000,159.7300000,207280
GAZP,5,20181206,125000,159.8000000,159.8900000,159.4000000,159.4500000,335850
GAZP,5,20181206,125500,159.4500000,159.7000000,159.4000000,159.6000000,234000
GAZP,5,20181206,130000,159.5500000,159.6200000,159.1800000,159.4100000,652060
GAZP,5,20181206,130500,159.3900000,159.5500000,159.1600000,159.3300000,349100
GAZP,5,20181206,131000,159.3200000,159.5400000,159.2500000,159.3600000,286440
GAZP,5,20181206,131500,159.4200000,159.4600000,159.2600000,159.4600000,139060
GAZP,5,20181206,132000,159.4100000,159.5500000,159.3700000,159.5100000,100440
GAZP,5,20181206,132500,159.4700000,159.5500000,159.4600000,159.5400000,60140
GAZP,5,20181206,133000,159.5400000,159.6700000,159.5100000,159.5600000,74310
GAZP,5,20181206,133500,159.5600000,159.5600000,159.2500000,159.3300000,271730
GAZP,5,20181206,134000,159.3700000,159.6600000,159.3700000,159.6500000,115410
GAZP,5,20181206,134500,159.6400000,159.8000000,159.5100000,159.6300000,84890
GAZP,5,20181206,135000,159.6400000,159.8000000,159.5100000,159.6200000,51250
GAZP,5,20181206,135500,159.6200000,159.8000000,159.6200000,159.7500000,77850
GAZP,5,20181206,140000,159.7900000,159.9800000,159.7500000,159.9600000,210710
GAZP,5,20181206,140500,159.9400000,160.1000000,159.8100000,160.1000000,138540
GAZP,5,20181206,141000,160.1000000,160.4000000,159.9800000,160.3300000,472990
GAZP,5,20181206,141500,160.3300000,160.5000000,160.2600000,160.4900000,332070
GAZP,5,20181206,142000,160.4900000,160.5000000,160.3500000,160.4000000,244470
GAZP,5,20181206,142500,160.4100000,160.4100000,160.0100000,160.2300000,287960
GAZP,5,20181206,143000,160.2500000,160.4300000,160.2200000,160.4000000,92390
GAZP,5,20181206,143500,160.4400000,160.4500000,160.0600000,160.0600000,135110
GAZP,5,20181206,144000,160.1100000,160.1400000,159.8200000,159.9000000,200490
GAZP,5,20181206,144500,159.9000000,160.2000000,159.9000000,160.0900000,36850
GAZP,5,20181206,145000,160.1400000,160.4700000,160.1400000,160.3000000,205530
GAZP,5,20181206,145500,160.3500000,160.4400000,160.2800000,160.3300000,63690
GAZP,5,20181206,150000,160.3200000,160.4400000,160.1600000,160.2700000,79460
GAZP,5,20181206,150500,160.3300000,160.3300000,160.0000000,160.1200000,74090
GAZP,5,20181206,151000,160.1200000,160.4000000,160.1200000,160.2900000,64240
GAZP,5,20181206,151500,160.2500000,160.3500000,160.1800000,160.2900000,59990
GAZP,5,20181206,152000,160.2400000,160.3000000,159.9800000,160.1900000,199590
GAZP,5,20181206,152500,160.1900000,160.1900000,160.0700000,160.1400000,36480
GAZP,5,20181206,153000,160.1400000,160.2700000,160.1100000,160.1700000,55390
GAZP,5,20181206,153500,160.1700000,160.4500000,160.0800000,160.1500000,162120
GAZP,5,20181206,154000,160.1500000,160.2900000,160.1500000,160.2300000,25480
GAZP,5,20181206,154500,160.2300000,160.2400000,160.0600000,160.1800000,49860
GAZP,5,20181206,155000,160.1500000,160.1800000,160.0600000,160.0600000,46450
GAZP,5,20181206,155500,160.0600000,160.1900000,160.0500000,160.0800000,121000
GAZP,5,20181206,160000,160.0800000,160.1300000,159.5000000,159.7000000,432180
GAZP,5,20181206,160500,159.6400000,159.8400000,159.3700000,159.4600000,399930
GAZP,5,20181206,161000,159.4600000,160.0700000,159.3800000,159.9100000,176220
GAZP,5,20181206,161500,159.9200000,160.0400000,159.9100000,160.0100000,132540
GAZP,5,20181206,162000,159.9500000,160.3900000,159.9400000,160.1000000,277630
GAZP,5,20181206,162500,160.1800000,160.2300000,160.0000000,160.1500000,170200
GAZP,5,20181206,163000,160.1100000,160.1900000,160.0700000,160.1500000,22120
GAZP,5,20181206,163500,160.1100000,160.1700000,160.0300000,160.0900000,137580
GAZP,5,20181206,164000,160.0700000,160.1900000,159.9000000,160.0600000,269650
GAZP,5,20181206,164500,160.0700000,160.2200000,160.0200000,160.1000000,157150
GAZP,5,20181206,165000,160.1000000,160.2900000,160.0800000,160.1200000,60410
GAZP,5,20181206,165500,160.1200000,160.3000000,160.1000000,160.2600000,159790
GAZP,5,20181206,170000,160.2500000,160.2500000,159.8800000,159.9500000,215620
GAZP,5,20181206,170500,159.8900000,160.2000000,159.8700000,160.0600000,57910
GAZP,5,20181206,171000,160.0600000,160.2400000,160.0600000,160.1900000,115200
GAZP,5,20181206,171500,160.2100000,160.2400000,159.9900000,160.0400000,73280
GAZP,5,20181206,172000,160.1400000,160.2400000,160.0100000,160.0500000,86880
GAZP,5,20181206,172500,160.1000000,160.2400000,160.0600000,160.1700000,74120
GAZP,5,20181206,173000,160.1800000,160.2900000,160.0800000,160.1600000,44370
GAZP,5,20181206,173500,160.1600000,160.2400000,159.9900000,160.2400000,165610
GAZP,5,20181206,174000,160.2300000,160.5800000,160.2300000,160.5800000,389400
